/Vpeak (pulse_width=1e-05) X,/Vpeak (pulse_width=1e-05) Y,/Vpeak (pulse_width=1.166667e-05) X,/Vpeak (pulse_width=1.166667e-05) Y,/Vpeak (pulse_width=1.5e-05) X,/Vpeak (pulse_width=1.5e-05) Y,/Vpeak (pulse_width=1.333333e-05) X,/Vpeak (pulse_width=1.333333e-05) Y,/Vpeak (pulse_width=1.666667e-05) X,/Vpeak (pulse_width=1.666667e-05) Y,/Vpeak (pulse_width=1.833333e-05) X,/Vpeak (pulse_width=1.833333e-05) Y
6.447782101576569e-05,1.583913701091981,7.223453444615462e-05,1.59798335189446,7.160278389487398e-05,1.620742538381364,8.216993203958628e-05,1.610082366399122,7.24927097984057e-05,1.63027092983115,7.341037849683472e-05,1.638862454348426
6.547782101576569e-05,1.583913783870333,7.323453444615462e-05,1.597983412927227,7.260278389487397e-05,1.620742610733608,8.316993203958627e-05,1.610082404429479,7.34927097984057e-05,1.630271004242628,7.441037849683472e-05,1.638862530843173
6.647782101576569e-05,1.583913862922807,7.423453444615462e-05,1.597983470954957,7.360278389487397e-05,1.620742679655071,8.416993203958627e-05,1.610082440140612,7.44927097984057e-05,1.630271075131964,7.541037849683472e-05,1.638862603724261
6.747782101576569e-05,1.583913938383113,7.523453444615461e-05,1.597983526074963,7.460278389487397e-05,1.620742745264262,8.516993203958627e-05,1.610082473598863,7.549270979840569e-05,1.630271142622416,7.641037849683471e-05,1.638862673119763
6.847782101576568e-05,1.583914010377923,7.623453444615461e-05,1.597983578379927,7.560278389487397e-05,1.620742807673681,8.616993203958627e-05,1.610082504867782,7.649270979840569e-05,1.63027120683091,7.741037849683471e-05,1.638862739151087
6.947782101576568e-05,1.58391407902735,7.723453444615461e-05,1.597983627958192,7.660278389487396e-05,1.620742866990219,8.716993203958626e-05,1.61008253400828,7.749270979840569e-05,1.630271267868466,7.841037849683471e-05,1.638862801933434
7.047782101576568e-05,1.583914144445397,7.823453444615461e-05,1.597983674894028,7.760278389487396e-05,1.620742923315521,8.816993203958626e-05,1.610082561078778,7.849270979840569e-05,1.63027132584059,7.94103784968347e-05,1.638862861576216
7.147782101576567e-05,1.583914206740361,7.92345344461546e-05,1.597983719267873,7.860278389487396e-05,1.620742976746326,8.916993203958626e-05,1.610082586135336,7.949270979840568e-05,1.630271380847634,8.04103784968347e-05,1.638862918183431
7.247782101576567e-05,1.583914266015212,8.02345344461546e-05,1.597983761156568,7.960278389487395e-05,1.620743027374777,9.016993203958625e-05,1.610082609231782,8.049270979840568e-05,1.630271432985122,8.14103784968347e-05,1.638862971854019
7.347782101576567e-05,1.583914322367929,8.12345344461546e-05,1.597983800633567,8.060278389487395e-05,1.620743075288707,9.116993203958625e-05,1.610082630419826,8.149270979840568e-05,1.630271482344059,8.24103784968347e-05,1.638863022682183
7.447782101576567e-05,1.583914375891824,8.223453444615459e-05,1.597983837769131,8.160278389487395e-05,1.620743120571904,9.216993203958625e-05,1.610082649749172,8.249270979840568e-05,1.630271529011207,8.341037849683469e-05,1.638863070757685
7.547782101576566e-05,1.583914426675831,8.323453444615459e-05,1.59798387263051,8.260278389487395e-05,1.620743163304353,9.316993203958625e-05,1.610082667267617,8.349270979840567e-05,1.630271573069348,8.441037849683469e-05,1.638863116166125
7.647782101576566e-05,1.583914474804775,8.423453444615459e-05,1.597983905282114,8.360278389487394e-05,1.620743203562467,9.416993203958624e-05,1.61008268302115,8.449270979840567e-05,1.630271614597522,8.541037849683469e-05,1.638863158989188
7.747782101576566e-05,1.58391452035962,8.523453444615459e-05,1.59798393578567,8.460278389487394e-05,1.620743241419292,9.516993203958624e-05,1.610082697054042,8.549270979840567e-05,1.63027165367125,8.641037849683469e-05,1.638863199304882
7.847782101576565e-05,1.583914563417702,8.623453444615458e-05,1.597983964200368,8.560278389487394e-05,1.620743276944703,9.616993203958624e-05,1.610082709408928,8.649270979840566e-05,1.630271690362738,8.741037849683468e-05,1.638863237187756
7.947782101576565e-05,1.583914604052941,8.723453444615458e-05,1.597983990583,8.660278389487393e-05,1.620743310205587,9.716993203958623e-05,1.610082720126889,8.749270979840566e-05,1.630271724741068,8.841037849683468e-05,1.638863272709101
8.047782101576565e-05,1.583914642336039,8.823453444615458e-05,1.597984014988086,8.760278389487393e-05,1.620743341266007,9.816993203958623e-05,1.610082729247526,8.849270979840566e-05,1.630271756872376,8.941037849683468e-05,1.638863305937134
8.147782101576565e-05,1.583914678334663,8.923453444615457e-05,1.597984037467992,8.860278389487393e-05,1.620743370187362,9.916993203958623e-05,1.610082736809026,8.949270979840566e-05,1.63027178682002,9.041037849683467e-05,1.638863336937178
8.247782101576564e-05,1.583914712113619,9.023453444615457e-05,1.597984058073045,8.960278389487393e-05,1.620743397028531,0.0001,1.610082741926139,9.049270979840565e-05,1.630271814644727,9.141037849683467e-05,1.638863365771815
8.347782101576564e-05,1.583914743735009,9.123453444615457e-05,1.597984076851637,9.060278389487392e-05,1.620743421846006,  ,  ,9.149270979840565e-05,1.630271840404743,9.241037849683467e-05,1.638863392501045
8.447782101576564e-05,1.583914773258377,9.223453444615457e-05,1.59798409385032,9.160278389487392e-05,1.620743444694026,  ,  ,9.249270979840565e-05,1.630271864155959,9.341037849683467e-05,1.638863417182419
8.547782101576564e-05,1.583914800740852,9.323453444615456e-05,1.5979841091139,9.260278389487392e-05,1.620743465624688,  ,  ,9.349270979840564e-05,1.630271885952044,9.441037849683466e-05,1.638863439871178
8.647782101576563e-05,1.583914826237272,9.423453444615456e-05,1.597984122685523,9.360278389487391e-05,1.620743484688063,  ,  ,9.449270979840564e-05,1.630271905844555,9.541037849683466e-05,1.638863460620369
8.747782101576563e-05,1.58391484980031,9.523453444615456e-05,1.597984134606757,9.460278389487391e-05,1.620743501932297,  ,  ,9.549270979840564e-05,1.63027192388305,9.641037849683466e-05,1.638863479480958
8.847782101576563e-05,1.583914871480581,9.623453444615456e-05,1.597984144917664,9.560278389487391e-05,1.620743517403709,  ,  ,9.649270979840564e-05,1.630271940115188,9.741037849683465e-05,1.638863496501945
8.947782101576562e-05,1.58391489132675,9.723453444615455e-05,1.597984153656877,9.660278389487391e-05,1.620743531146883,  ,  ,9.749270979840563e-05,1.630271954586823,9.841037849683465e-05,1.638863511730457
9.047782101576562e-05,1.583914909385632,9.823453444615455e-05,1.597984160861662,9.76027838948739e-05,1.620743543204753,  ,  ,9.849270979840563e-05,1.630271967342098,9.920518924841733e-05,1.638863522583567
9.147782101576562e-05,1.583914925702282,9.923453444615455e-05,1.597984166567988,9.86027838948739e-05,1.620743553618681,  ,  ,9.924635489920282e-05,1.630271975844202,0.0001,1.638863532353781
9.247782101576562e-05,1.583914940320085,0.0001,1.597984169943166,9.930139194743695e-05,1.620743559937226,  ,  ,0.0001,1.63027198341197,  ,  
9.347782101576561e-05,1.583914953280834,  ,  ,0.0001,1.620743565484834,  ,  ,  ,  ,  ,  
9.447782101576561e-05,1.583914964624809,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
9.547782101576561e-05,1.583914974390849,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
9.64778210157656e-05,1.58391498261642,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
9.74778210157656e-05,1.583914989337676,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
9.84778210157656e-05,1.583914994589523,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
9.92389105078828e-05,1.583914997620782,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
0.0001,1.583914999833848,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
